,media,compose-post,user,text,url-shorten,user-mention,user-timeline,nginx,post-storage,unique-id,social-graph,home-timeline,service-user-cpu_util,service-user-mem_util,service-user-netio_read,service-user-netio_write,service-user-blkio_read,service-user-blkio_write,service-post-storage-cpu_util,service-post-storage-mem_util,service-post-storage-netio_read,service-post-storage-netio_write,service-post-storage-blkio_read,service-post-storage-blkio_write,service-nginx-cpu_util,service-nginx-mem_util,service-nginx-netio_read,service-nginx-netio_write,service-nginx-blkio_read,service-nginx-blkio_write,service-media-cpu_util,service-media-mem_util,service-media-netio_read,service-media-netio_write,service-media-blkio_read,service-media-blkio_write,service-compose-post-cpu_util,service-compose-post-mem_util,service-compose-post-netio_read,service-compose-post-netio_write,service-compose-post-blkio_read,service-compose-post-blkio_write,service-unique-id-cpu_util,service-unique-id-mem_util,service-unique-id-netio_read,service-unique-id-netio_write,service-unique-id-blkio_read,service-unique-id-blkio_write,service-url-shorten-cpu_util,service-url-shorten-mem_util,service-url-shorten-netio_read,service-url-shorten-netio_write,service-url-shorten-blkio_read,service-url-shorten-blkio_write,service-user-timeline-cpu_util,service-user-timeline-mem_util,service-user-timeline-netio_read,service-user-timeline-netio_write,service-user-timeline-blkio_read,service-user-timeline-blkio_write,service-home-timeline-cpu_util,service-home-timeline-mem_util,service-home-timeline-netio_read,service-home-timeline-netio_write,service-home-timeline-blkio_read,service-home-timeline-blkio_write,service-text-cpu_util,service-text-mem_util,service-text-netio_read,service-text-netio_write,service-text-blkio_read,service-text-blkio_write,service-user-mention-cpu_util,service-user-mention-mem_util,service-user-mention-netio_read,service-user-mention-netio_write,service-user-mention-blkio_read,service-user-mention-blkio_write,service-social-graph-cpu_util,service-social-graph-mem_util,service-social-graph-netio_read,service-social-graph-netio_write,service-social-graph-blkio_read,service-social-graph-blkio_write
27,9,10739,12,4335,1369,2075,1900,15057,1009,22,1672,2401,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
28,7,9607,10,3988,1167,1896,1876,12888,970,21,1610,2120,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
29,12,10880,10,4333,1618,1906,1984,14796,1186,21,1809,2451,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
30,14,10524,30,4363,1540,1965,1923,14653,1104,23,1767,2345,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
31,12,10044,10,3987,1406,1774,1783,13783,1075,20,1558,2179,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
32,12,18219,10,5538,1258,1804,1882,21312,1077,22,1621,3411,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
33,7,12093,12,4371,1541,1911,1818,17423,997,21,1868,3591,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
34,11,12622,10,4037,1332,1683,1841,16860,923,15,2184,3948,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
35,9,10858,11,4518,1706,1952,1760,15531,1098,25,1640,2473,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
36,13,10440,10,4326,1351,1789,1643,15183,997,22,1798,2416,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
37,12,11097,8,4294,1493,1882,2031,14736,1203,23,1661,2202,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
38,10,9720,10,4103,1304,1932,1696,13543,937,19,1456,2114,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
39,12,11039,10,3890,1297,1615,2122,14892,778,21,1484,2893,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
40,10,10020,12,4151,1599,1862,1695,14394,909,18,1540,2267,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
41,13,11816,13,4479,1431,2044,2247,15966,2357,22,1755,2552,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
42,12,12185,12,4302,1477,1924,1854,16946,1026,22,2099,3881,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
43,10,9944,11,3986,1204,1876,1935,13784,1016,19,1761,2295,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
44,12,18048,10,6040,1430,2059,1691,21818,1127,24,1567,3442,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
45,12,12215,11,4737,1691,2259,1889,18040,1184,23,1889,3641,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
46,11,10865,25,4003,1430,1738,1900,17064,924,20,1926,3322,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
47,11,10755,9,4333,1263,1916,1934,15419,1088,22,1637,2634,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
48,10,10102,11,4060,1594,1827,1813,14578,1111,20,1563,2279,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
49,12,9788,10,3994,1345,1817,1766,14085,976,21,1535,2078,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
50,10,10047,10,4287,1546,1850,1932,13708,1142,21,1517,2112,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
51,12,11019,10,4439,1580,1882,1845,15517,1427,21,1616,2408,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
52,12,10960,11,4375,1828,1890,1888,14500,1081,24,1648,2257,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
53,12,10900,14,4066,1374,1861,2341,16259,1037,21,1594,2535,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
54,11,10994,11,4842,1235,2659,1906,15650,1006,22,1767,2354,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
55,11,10208,11,4235,1561,1927,1842,14584,913,20,1609,2306,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
56,10,9943,12,3996,1451,1829,1746,13617,950,49,1728,2443,1.14,1.3,56900000.0,33110000.0,0.0,0.0,0.77,2.1599999999999997,112928300.0,72050000.0,0.0,0.0,0.35,0.49,44500000.0,55100000.0,0.0,0.0,0.37,1.5,12984900.0,8790000.0,0.0,0.0,1.05,0.05,107000000.0,153000000.0,0.0,0.0,0.06,0.04,11000000.0,6540000.0,0.0,0.0,1.4300000000000002,2.27,59128700.0,60290000.0,0.0,0.0,1.04,1.4700000000000002,84290000.0,80280000.0,0.0,0.0,0.24000000000000002,0.11,18712000.0,20258000.0,0.0,0.0,0.56,0.02,57400000.0,73200000.0,0.0,0.0,0.39,0.03,36200000.0,50700000.0,0.0,0.0,0.8999999999999999,1.33,40320000.0,37300000.0,0.0,0.0
